Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
45,Current employee,Travel_Rarely,1234,Sales,11,2,Medical,1,12124,135579,4,Female,90,3,4,Manager,4,Married,17650,5404,1,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,Adzuna
55,Current employee,Travel_Rarely,685,Sales,26,5,Marketing,1,12125,135580,3,Female,71,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,Adzuna
55,Current employee,Travel_Rarely,685,Sales,26,5,Technical Degree,1,12126,135581,3,Female,71,3,4,Manager,4,Married,17650,5404,1,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,Adzuna
32,Current employee,Non-Travel,1109,Research & Development,29,4,Medical,1,12127,135582,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
50,Current employee,Travel_Rarely,264,Sales,9,3,Marketing,1,12128,135583,3,Female,71,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,4,2,80,0,10,2,3,8,7,7,7,GlassDoor
50,Current employee,Travel_Rarely,264,Sales,9,3,Medical,1,12129,135584,3,Female,71,3,1,Laboratory Technician,3,Single,4025,11135,1,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
32,Current employee,Non-Travel,1109,Research & Development,29,4,Technical Degree,1,12130,135585,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,1,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
32,Current employee,Non-Travel,1109,Research & Development,29,4,Medical,1,12131,135586,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
32,Current employee,Non-Travel,1109,Research & Development,29,4,Technical Degree,1,12132,135587,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,1,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
50,Current employee,Travel_Rarely,264,Sales,9,3,Marketing,1,12133,135588,3,Female,71,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
50,Current employee,Travel_Rarely,264,Sales,9,3,Medical,1,12134,135589,3,Female,71,3,1,Laboratory Technician,3,Single,4025,11135,1,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
32,Current employee,Non-Travel,1109,Research & Development,29,4,Medical,1,12135,135590,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
50,Current employee,Travel_Rarely,264,Sales,9,3,Marketing,1,12136,135591,3,Female,71,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,4,2,80,0,10,2,3,8,7,7,7,GlassDoor
50,Current employee,Travel_Rarely,264,Sales,9,3,Medical,1,12137,135592,3,Female,71,3,1,Laboratory Technician,3,Single,4025,11135,1,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
32,Current employee,Non-Travel,1109,Research & Development,29,4,Technical Degree,1,12138,135593,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,1,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
32,Current employee,Non-Travel,1109,Research & Development,29,4,Medical,1,12139,135594,4,Female,69,3,1,Laboratory Technician,3,Single,6118,23300,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2,Company Website
32,Current employee,Non-Travel,1109,Research & Development,29,4,Technical Degree,1,12140,135595,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,1,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
50,Current employee,Travel_Rarely,264,Sales,9,3,Marketing,1,12141,135596,3,Female,71,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
50,Current employee,Travel_Rarely,264,Sales,9,3,Medical,1,12142,135597,3,Female,71,3,1,Laboratory Technician,3,Single,4025,11135,1,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,GlassDoor
34,Current employee,Travel_Rarely,216,Sales,1,4,Marketing,1,12143,135598,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,4,4,80,1,16,2,2,15,1,0,9,Company Website
45,Current employee,Non-Travel,336,Sales,26,3,Marketing,1,12144,135599,3,Male,71,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
34,Current employee,Travel_Rarely,216,Sales,1,4,Life Sciences,1,12145,135600,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,4,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
45,Current employee,Non-Travel,336,Sales,26,3,Technical Degree,1,12146,135601,3,Male,71,4,2,Sales Executive,4,Divorced,9725,12278,8,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
34,Current employee,Travel_Rarely,216,Sales,1,4,Marketing,1,12147,135602,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
34,Current employee,Travel_Rarely,216,Sales,1,4,Life Sciences,1,12148,135603,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,4,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
45,Current employee,Non-Travel,336,Sales,26,3,Marketing,1,12149,135604,3,Male,71,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
45,Current employee,Non-Travel,336,Sales,26,3,Technical Degree,1,12150,135605,3,Male,71,4,2,Sales Executive,4,Divorced,9725,12278,8,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
34,Current employee,Travel_Rarely,216,Sales,1,4,Marketing,1,12151,135606,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,4,4,80,1,16,2,2,15,1,0,9,Company Website
45,Current employee,Non-Travel,336,Sales,26,3,Marketing,1,12152,135607,3,Male,71,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
34,Current employee,Travel_Rarely,216,Sales,1,4,Life Sciences,1,12153,135608,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,4,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
45,Current employee,Non-Travel,336,Sales,26,3,Technical Degree,1,12154,135609,3,Male,71,4,2,Sales Executive,4,Divorced,9725,12278,8,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
34,Current employee,Travel_Rarely,216,Sales,1,4,Marketing,1,12155,135610,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
34,Current employee,Travel_Rarely,216,Sales,1,4,Life Sciences,1,12156,135611,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,4,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
45,Current employee,Non-Travel,336,Sales,26,3,Technical Degree,1,12157,135612,3,Male,71,4,2,Sales Executive,4,Divorced,9725,12278,8,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
59,Current employee,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,12158,135613,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,4,3,80,1,14,1,1,6,4,0,4,Indeed
41,Current employee,Travel_Rarely,918,Sales,6,3,Marketing,1,12159,135614,3,Male,71,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
59,Current employee,Travel_Rarely,1089,Sales,1,2,Life Sciences,1,12160,135615,2,Male,66,3,3,Manager,4,Married,11904,11038,1,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
41,Current employee,Travel_Rarely,918,Sales,6,3,Marketing,1,12161,135616,3,Male,71,3,3,Manager,4,Married,11904,11038,1,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
41,Current employee,Travel_Rarely,918,Sales,6,3,Marketing,1,12162,135617,3,Male,71,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
41,Current employee,Travel_Rarely,918,Sales,6,3,Marketing,1,12163,135618,3,Male,71,3,3,Manager,4,Married,11904,11038,1,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
59,Current employee,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,12164,135619,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
59,Current employee,Travel_Rarely,1089,Sales,1,2,Life Sciences,1,12165,135620,2,Male,66,3,3,Research Director,3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,2,4,0,0,0,0,Indeed
59,Current employee,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,12166,135621,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,4,3,80,1,14,1,1,6,4,0,4,Indeed
41,Current employee,Travel_Rarely,918,Sales,6,3,Marketing,1,12167,135622,3,Male,71,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
59,Current employee,Travel_Rarely,1089,Sales,1,2,Life Sciences,1,12168,135623,2,Male,66,3,3,Manager,4,Married,11904,11038,1,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
41,Current employee,Travel_Rarely,918,Sales,6,3,Marketing,1,12169,135624,3,Male,71,3,3,Manager,4,Married,11904,11038,1,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
41,Current employee,Travel_Rarely,918,Sales,6,3,Marketing,1,12170,135625,3,Male,71,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
41,Current employee,Travel_Rarely,918,Sales,6,3,Marketing,1,12171,135626,3,Male,71,3,3,Manager,4,Married,11904,11038,1,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
59,Current employee,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,12172,135627,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Indeed
59,Current employee,Travel_Rarely,1089,Sales,1,2,Life Sciences,1,12173,135628,2,Male,66,3,3,Research Director,3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,2,4,0,0,0,0,Indeed
45,Current employee,Travel_Rarely,788,Human Resources,24,4,Medical,1,12174,135629,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
47,Current employee,Non-Travel,543,Sales,2,4,Marketing,1,12175,135630,3,Male,71,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,4,1,80,0,6,3,3,6,3,0,4,Company Website
47,Current employee,Non-Travel,543,Sales,2,4,Life Sciences,1,12176,135631,3,Male,71,3,1,Human Resources,2,Single,2177,8318,0,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
45,Current employee,Travel_Rarely,788,Human Resources,24,4,Other,1,12177,135632,2,Male,36,3,1,Human Resources,2,Single,2177,8318,0,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
45,Current employee,Travel_Rarely,788,Human Resources,24,4,Medical,1,12178,135633,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
45,Current employee,Travel_Rarely,788,Human Resources,24,4,Other,1,12179,135634,2,Male,36,3,1,Human Resources,2,Single,2177,8318,0,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
47,Current employee,Non-Travel,543,Sales,2,4,Marketing,1,12180,135635,3,Male,71,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
47,Current employee,Non-Travel,543,Sales,2,4,Life Sciences,1,12181,135636,3,Male,71,3,1,Human Resources,2,Single,2177,8318,0,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
45,Current employee,Travel_Rarely,788,Human Resources,24,4,Medical,1,12182,135637,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
47,Current employee,Non-Travel,543,Sales,2,4,Marketing,1,12183,135638,3,Male,71,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,4,1,80,0,6,3,3,6,3,0,4,Company Website
47,Current employee,Non-Travel,543,Sales,2,4,Life Sciences,1,12184,135639,3,Male,71,3,1,Human Resources,2,Single,2177,8318,0,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
45,Current employee,Travel_Rarely,788,Human Resources,24,4,Other,1,12185,135640,2,Male,36,3,1,Human Resources,2,Single,2177,8318,0,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
45,Current employee,Travel_Rarely,788,Human Resources,24,4,Medical,1,12186,135641,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
45,Current employee,Travel_Rarely,788,Human Resources,24,4,Other,1,12187,135642,2,Male,36,3,1,Human Resources,2,Single,2177,8318,0,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
47,Current employee,Non-Travel,543,Sales,2,4,Life Sciences,1,12188,135643,3,Male,71,3,1,Human Resources,2,Single,2177,8318,0,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Company Website
53,Current employee,Travel_Frequently,124,Sales,2,3,Marketing,1,12189,135644,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,4,1,80,1,30,2,3,15,7,6,12,Company Website
36,Voluntary Resignation,Travel_Rarely,1456,Sales,13,5,Marketing,1,12190,135645,3,Female,71,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,4,1,80,1,30,2,3,15,7,6,12,Company Website
53,Current employee,Travel_Frequently,124,Sales,2,3,,1,12191,135646,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,4,Y,No,,4,1,80,1,30,2,3,15,7,6,12,Company Website
36,Voluntary Resignation,Travel_Rarely,1456,Sales,13,5,Medical,1,12192,135647,3,Female,71,2,3,Sales Executive,2,Married,7525,23537,7,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Company Website
36,Voluntary Resignation,Travel_Rarely,1456,Sales,13,5,Marketing,1,12193,135648,3,Female,71,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Company Website
36,Voluntary Resignation,Travel_Rarely,1456,Sales,13,5,Medical,1,12194,135649,3,Female,71,2,3,Sales Executive,2,Married,7525,23537,7,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Company Website
53,Current employee,Travel_Frequently,124,Sales,2,3,Marketing,1,12195,135650,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Company Website
53,Current employee,Travel_Frequently,124,Sales,2,3,Life Sciences,1,12196,135651,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,4,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Company Website
53,Current employee,Travel_Frequently,124,Sales,2,3,Marketing,1,12197,135652,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,4,1,80,1,30,2,3,15,7,6,12,Company Website
36,Voluntary Resignation,Travel_Rarely,1456,Sales,13,5,Marketing,1,12198,135653,3,Female,71,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,4,1,80,1,30,2,3,15,7,6,12,Company Website
53,Current employee,Travel_Frequently,124,Sales,2,3,Life Sciences,1,12199,135654,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,4,Y,No,12,4,1,80,1,30,2,3,15,7,6,12,Company Website
36,Voluntary Resignation,Travel_Rarely,1456,Sales,13,5,Medical,1,12200,135655,3,Female,71,2,3,Sales Executive,2,Married,7525,23537,7,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Company Website
36,Voluntary Resignation,Travel_Rarely,1456,Sales,13,5,Marketing,1,12201,135656,3,Female,71,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Company Website
36,Voluntary Resignation,Travel_Rarely,1456,Sales,13,5,Medical,1,12202,135657,3,Female,71,2,3,Sales Executive,2,Married,7525,23537,7,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Company Website
53,Current employee,Travel_Frequently,124,Sales,2,3,Marketing,1,12203,135658,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Company Website
53,Current employee,Travel_Frequently,124,Sales,2,3,Life Sciences,1,12204,135659,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,4,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Company Website
36,Voluntary Resignation,Travel_Rarely,660,Research & Development,15,3,Other,1,12205,135660,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
29,Voluntary Resignation,Travel_Rarely,428,Sales,9,3,Marketing,1,12206,135661,3,Male,71,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
29,Voluntary Resignation,Travel_Rarely,428,Sales,9,3,Medical,1,12207,135662,3,Male,71,3,2,Laboratory Technician,3,Divorced,4834,7858,1,Y,No,14,4,2,80,1,9,3,2,1,0,0,0,Company Website
36,Voluntary Resignation,Travel_Rarely,660,Research & Development,15,3,Medical,1,12208,135663,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,1,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
29,Voluntary Resignation,Travel_Rarely,428,Sales,9,3,Marketing,1,12209,135664,3,Male,71,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
29,Voluntary Resignation,Travel_Rarely,428,Sales,9,3,Medical,1,12210,135665,3,Male,71,3,2,Laboratory Technician,3,Divorced,4834,7858,1,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
36,Voluntary Resignation,Travel_Rarely,660,Research & Development,15,3,Other,1,12211,135666,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
36,Voluntary Resignation,Travel_Rarely,660,Research & Development,15,3,Medical,1,12212,135667,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,1,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
36,Voluntary Resignation,Travel_Rarely,660,Research & Development,15,3,Other,1,12213,135668,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
29,Voluntary Resignation,Travel_Rarely,428,Sales,9,3,Marketing,1,12214,135669,3,Male,71,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
29,Voluntary Resignation,Travel_Rarely,428,Sales,9,3,Medical,1,12215,135670,3,Male,71,3,2,Laboratory Technician,3,Divorced,4834,7858,1,Y,No,14,4,2,80,1,9,3,2,1,0,0,0,Company Website
36,Voluntary Resignation,Travel_Rarely,660,Research & Development,15,3,Medical,1,12216,135671,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,1,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
29,Voluntary Resignation,Travel_Rarely,428,Sales,9,3,Marketing,1,12217,135672,3,Male,71,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
29,Voluntary Resignation,Travel_Rarely,428,Sales,9,3,Medical,1,12218,135673,3,Male,71,3,2,Laboratory Technician,3,Divorced,4834,7858,1,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
36,Voluntary Resignation,Travel_Rarely,660,Research & Development,15,3,Other,1,12219,135674,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
36,Voluntary Resignation,Travel_Rarely,660,Research & Development,15,3,Medical,1,12220,135675,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,1,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Company Website
26,Voluntary Resignation,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,12221,135676,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
30,Current employee,Travel_Rarely,979,Sales,15,2,Marketing,1,12222,135677,3,Male,71,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
26,Voluntary Resignation,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,12223,135678,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,2,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
30,Current employee,Travel_Rarely,979,Sales,15,2,Medical,1,12224,135679,3,Male,71,3,1,Research Scientist,1,Married,2042,15346,3,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
26,Voluntary Resignation,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,12225,135680,1,Male,57,3,1,Research Scientist,1,Married,2042,22534,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
26,Voluntary Resignation,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,12226,135681,1,Male,57,3,1,Research Scientist,1,Married,2042,26820,2,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
30,Current employee,Travel_Rarely,979,Sales,15,2,Marketing,1,12227,135682,3,Male,71,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
30,Current employee,Travel_Rarely,979,Sales,15,2,Medical,1,12228,135683,3,Male,71,3,1,Research Scientist,1,Married,2042,15346,3,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Seek
26,Voluntary Resignation,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,12229,135684,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
30,Current employee,Travel_Rarely,979,Sales,15,2,Marketing,1,12230,135685,3,Male,71,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
26,Voluntary Resignation,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,12231,135686,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,2,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
30,Current employee,Travel_Rarely,979,Sales,15,2,Medical,1,12232,135687,3,Male,71,3,1,Research Scientist,1,Married,2042,15346,3,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
26,Voluntary Resignation,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,12233,135688,1,Male,57,3,1,Research Scientist,1,Married,2042,22534,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
26,Voluntary Resignation,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,12234,135689,1,Male,57,3,1,Research Scientist,1,Married,2042,26820,2,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
30,Current employee,Travel_Rarely,979,Sales,15,2,Marketing,1,12235,135690,3,Male,71,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Company Website
30,Current employee,Travel_Rarely,979,Sales,15,2,Medical,1,12236,135691,3,Male,71,3,1,Research Scientist,1,Married,2042,15346,3,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Seek
34,Current employee,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,12237,135692,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
33,Current employee,Non-Travel,1283,Sales,2,3,Marketing,1,12238,135693,3,Female,71,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
33,Current employee,Non-Travel,1283,Sales,2,3,Life Sciences,1,12239,135694,3,Female,71,3,1,Sales Representative,3,Married,2220,18410,8,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
34,Current employee,Travel_Rarely,1333,Sales,10,4,Medical,1,12240,135695,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,9,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
33,Current employee,Non-Travel,1283,Sales,2,3,Marketing,1,12241,135696,3,Female,71,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
33,Current employee,Non-Travel,1283,Sales,2,3,Life Sciences,1,12242,135697,3,Female,71,3,1,Sales Representative,3,Married,2220,18410,8,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
34,Current employee,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,12243,135698,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
34,Current employee,Travel_Rarely,1333,Sales,10,4,Medical,1,12244,135699,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,9,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
34,Current employee,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,12245,135700,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
33,Current employee,Non-Travel,1283,Sales,2,3,Marketing,1,12246,135701,3,Female,71,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
33,Current employee,Non-Travel,1283,Sales,2,3,Life Sciences,1,12247,135702,3,Female,71,3,1,Sales Representative,3,Married,2220,18410,8,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
34,Current employee,Travel_Rarely,1333,Sales,10,4,Medical,1,12248,135703,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,9,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
33,Current employee,Non-Travel,1283,Sales,2,3,Marketing,1,12249,135704,3,Female,71,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
33,Current employee,Non-Travel,1283,Sales,2,3,Life Sciences,1,12250,135705,3,Female,71,3,1,Sales Representative,3,Married,2220,18410,8,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Adzuna
